name	url	our_price	ingredients	lifestage	food_form	special_diet	packaging_type	food_texture	brand	moisture_warning	%_calories_carbohydrate	%_calories_min_protein	%_calories_min_fat	price_per_kcal
Purina Beyond Arctic Char & Spinach Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12	https://www.chewy.com/purina-beyond-arctic-char-spinach/dp/159441	11.76	Arctic Char, Chicken, Fish Broth, Liver, Fish, Spinach, Carrots, Egg Product, Choline Chloride, Potassium Chloride, Guar Gum, Taurine, Salt, Mono and Dicalcium Phosphate, Zinc Sulfate, Thiamine Mononitrate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Copper Sulfate, Manganese Sulfate, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food	grain-free no corn no wheat no soy pea-free	can	pate	purina		12.244292914319606	37.35546990809368	50.4002371775867	
Friskies Extra Gravy Chunky with Beef in Savory Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/friskies-extra-gravy-chunky-beef-in/dp/104161	13.92	Water, Liver, Meat By-Products, Beef, Wheat Gluten, Poultry, Soy Flour, Corn Starch-Modified, Artificial And Natural Flavors, Added Color, MINERALS [Potassium Chloride, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Tricalcium Phosphate, Taurine, Choline Chloride, Salt, VITAMINS [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. B626918.	adult	wet food		can	chunks in gravy	purina		13.98287810843866	51.36567468406032	34.651447207501015	0.004566929133858267
Purina ONE Urinary Tract Health Beef & Liver Recipe Pate Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-one-urinary-tract-health-beef/dp/202151	23.76	Water Sufficient For Processing, Meat By-Products, Poultry By-Products, Beef, Liver, Chicken, Rice, Tricalcium Phosphate, Salt, Guar Gum, Potassium Chloride, Caramel Color, Choline Chloride, Taurine, Carrageenan, Thiamine Mononitrate, Vitamin E Supplement, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Manganese Sulfate, Menadione Sodium Bisulfite Complex (Vitamin K), Copper Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food	no corn no wheat no soy pea-free	can	pate			5.096660808435861	35.1493848857645	59.75395430579964	0.009801980198019802
Hill's Prescription Diet d/d Skin/Food Sensitivities Venison & Green Pea Formula Dry Cat Food, 8.5-lb bag	https://www.chewy.com/hills-prescription-diet-dd-skinfood/dp/54771	68.99	Yellow Peas, Pea Protein, Venison, Green Peas, Pork Fat, Powdered Cellulose, Calcium Sulfate, Chicken Liver Flavor, Fish Oil, Lactic Acid, Choline Chloride, Dl-Methionine, Calcium Carbonate, Potassium Chloride, Taurine, Glyceryl Monostearate, Iodized Salt, Potassium Sulfate, Dicalcium Phosphate, Vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Cysteine, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), Mixed Tocopherols for Freshness, Natural Flavors, Beta-Carotene.	adult	dry food	gluten free grain-free veterinary diet			hill's	% moisture max estimated	36.35153129161118	25.166444740346204	38.48202396804261	
Primal Chicken & Salmon Formula Nuggets Grain-Free Raw Freeze-Dried Cat Food, 14-oz bag	https://www.chewy.com/primal-chicken-salmon-formula-nuggets/dp/43387	31.99	Chicken, Chicken Necks, Chicken Gizzards, Salmon, Chicken Livers, Organic Kale, Organic Squash, Organic Carrots, Organic Apples, Organic Broccoli, Cranberries, Blueberries, Organic Pumpkin Seeds, Organic Sunflower Seeds, Montmorillonite Clay, Organic Apple Cider Vinegar, Organic Parsley, Salmon Oil, Taurine, Organic Coconut Oil, Cod Liver Oil, Organic Quinoa Sprout Powder, Dried Organic Kelp, Alfalfa, Vitamin E Supplement, Mixed Tocopherols (Natural Preservative).	adult	freeze-dried	gluten free grain-free no corn no wheat no soy raw pea-free natural					11.797752808988763	38.539325842696634	49.66292134831461	0.017851562499999998
Hill's Prescription Diet k/d Early Support Chicken Canned Cat Food, 2.9-oz, case of 24	https://www.chewy.com/hills-prescription-diet-kd-early/dp/175308	41.99	Water, Chicken, Pork Liver, Carrots, Rice, Rice Starch, Wheat Gluten, Spinach, Chicken Fat, Pea Protein, Chicken Liver Flavor, Fish Oil, Powdered Cellulose, Potassium Alginate, Calcium Lactate, Calcium Gluconate, Natural Flavor, Choline Chloride, Guar Gum, Dicalcium Phosphate, Taurine, L-Lysine, Sodium Tripolyphosphate, Calcium Chloride, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid, Vitamin D3 Supplement), Potassium Citrate, L-Arginine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), L-Carnitine, Calcium Carbonate.	adult	wet food	veterinary diet	can	pate	hill's		22.00557103064068	30.640668523676872	47.35376044568244	0.02214662447257384
Meow Mix Tender Centers Basted Bites Beef & Salmon Flavors Dry Cat Food, 13.5-lb bag	https://www.chewy.com/meow-mix-tender-centers-basted-bites/dp/251839	11.88	Whole Ground Corn, Chicken By-product Meal, Corn Gluten Meal, Soybean Meal, Animal Fat (Preserved with Mixed Tocopherols), Whole Wheat, Animal Digest, Phosphoric Acid, Calcium Carbonate, Salmon Meal, Corn Syrup, Glycerin, L-lysine Monohydrochloride, Choline Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin, Vitamin A Supplement, Thiamine Mononitrate, Riboflavin Supplement, D-calcium Pantothenate, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Vitamin D3 Supplement, Folic Acid, Biotin) , Calcium Sulfate, Potassium Sorbate (Used As A Preservative), Titanium Dioxide (Color), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Caramel Color, Dicalcium Phosphate, Carrageenan, Dl-methionine, Monoglycerides, Potassium Chloride, Lactic Acid, Yellow 5, Red 40, Blue 2, Natural White Meat Chicken Flavor, Bha (Used As A Preservative), Rosemary Extract	adult kitten	dry food						41.05631747884447	31.660344324482047	27.283338196673473	0.0005496883852691218
Royal Canin Veterinary Diet Dental Dry Cat Food, 7.7-lb bag	https://www.chewy.com/royal-canin-veterinary-diet-dental/dp/42626	42.99	Chicken By-Product Meal, Brewers Rice, Corn, Brown Rice, Corn Gluten Meal, Chicken Fat, Wheat Gluten, Powdered Cellulose, Rice Hulls, Dried Plain Beet Pulp, Calcium Sulfate, Natural Flavors, Sodium Bisulfate, Fish Oil, Dl-Methionine, Potassium Chloride, L-Lysine, Vegetable Oil, Psyllium Seed Husk, Sodium Silico Aluminate, Fructooligosaccharides, Calcium Carbonate, Salt, Sodium Tripolyphosphate, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Biotin, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Hydrolyzed Yeast, Taurine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.	adult	dry food	pea-free veterinary diet			royal canin		43.06346340786002	26.24635467296209	30.690181919177896	0.003436843307446323
Fussie Cat Premium Tuna with Shrimp Formula in Aspic Grain-Free Canned Cat Food, 2.82-oz, case of 24	https://www.chewy.com/fussie-cat-premium-tuna-shrimp/dp/35829	33.35	Tuna, Water Sufficient For Processing, Shrimp, Sunflower Seed Oil, Calcium Carbonate, Locust Bean Gum, Carrageenan, Guar Gum, Choline Chloride, Potassium Chloride, Potassium Carbonate, Taurine, Fructooligosaccharide, Zinc Sulfate, Vitamin E Supplement, Sodium Chloride, Ferrous Sulfate, Thiamine Mononitrate (Source of Vitamin B1), Nicotinic Acid (Source of Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Copper Sulfate, Riboflavin Supplement (Source of Vitamin B2), Pyridoxine Hydrochloride (Source of Vitamin B6), Folic Acid, Potassium Iodide, Vitamin K3 Supplement, Biotin, Vitamin B12 Supplement.	adult	wet food	grain-free pea-free natural	can	aspic / gelee			0.0	66.40316205533597	33.59683794466403	0.02835884353741497
Blue Buffalo Wilderness Chicken Grain-Free Canned Cat Food, 12.5-oz, case of 12	https://www.chewy.com/blue-buffalo-wilderness-chicken-grain/dp/129224	24.78	"Chicken, Chicken Broth, Chicken Liver, Potatoes, Natural Flavor, Guar Gum, Flaxseed, Carrageenan, Cassia Gum, Potassium Chloride, Taurine, Choline Chloride, Salt, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Vitamin E Supplement, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12
Supplement, Folic Acid (Vitamin B9)."	adult	wet food	high-protein grain-free no corn no wheat no soy pea-free	can	pate	blue wilderness		4.209621993127164	30.068728522336762	65.72164948453607	0.003747731397459165
Purina Pro Plan Chicken, Pasta & Spinach Entree in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-chicken-pasta-spinach/dp/52880	23.28	Water Sufficient for Processing, Chicken, Wheat Gluten, Liver, Meat By-Products, Pasta (Wheat Flour, Egg Whites), Spinach, Turkey, Corn Starch-Modified, Artificial and Natural Flavors, Salt, Calcium Phosphate, Soy Protein Concentrate, Potassium Chloride, Added Color, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		8.891809023215083	61.322820849759076	29.78537012702584	0.014264705882352941
Hill's Science Diet Adult 7+ Chicken Recipe Dry Cat Food, 16-lb bag	https://www.chewy.com/hills-science-diet-adult-7-chicken/dp/121529	40.99	Chicken, Whole Grain Wheat, Corn Gluten Meal, Chicken Fat, Brewers Rice, Dried Beet Pulp, Chicken Liver Flavor, Calcium Sulfate, Lactic Acid, Potassium Chloride, Fish Oil, Choline Chloride, L-Lysine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement), Dicalcium Phosphate, Iodized Salt, Taurine, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, DL-Methionine, Oat Fiber, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas.	adult senior	dry food				hill's science diet		40.80184605783313	24.269958991474052	34.92819495069282	
Royal Canin Veterinary Diet Renal Support F Dry Cat Food, 3-lb bag	https://www.chewy.com/royal-canin-veterinary-diet-renal/dp/118344	22.99	Brewers Rice, Corn, Corn Gluten Meal, Chicken Fat, Pork Meal, Pea Fiber, Natural Flavors, Wheat Gluten, Chicory, Fish Oil, Calcium Carbonate, Vegetable Oil, Sodium Silico Aluminate, Dl-Methionine, Potassium Chloride, Calcium Sulfate, Psyllium Seed Husk, Potassium Citrate, Salt, Fructooligosaccharides, Choline Chloride, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], L-Lysine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Copper Proteinate, Sodium Selenite], Marigold Extract (Tagetes Erecta L.), Rosemary Extract, Preserved with Mixed Tocopherols and Citric Acid.	adult	dry food	low-protein veterinary diet			royal canin		39.61061567713774	26.24461048177606	34.1447738410862	0.004433914982944109
Royal Canin Hairball Care Thin Slices in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/royal-canin-hairball-care-thin-slices/dp/145191	36.5	Water Sufficient For Processing, Chicken By-Products, Pork By-Products, Chicken Liver, Pork Liver, Corn Flour, Powdered Cellulose, Modified Corn Starch, Pork Plasma, Natural Flavors, Carob Bean Gum, Sodium Tripolyphosphate, Tricalcium Phosphate, Calcium Carbonate, Potassium Chloride, Hydrolyzed Yeast, Sodium Silico Aluminate, Dl-Methionine, Taurine, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Cysteine, Glycine, Sodium Carbonate, Calcium Sulfate, Psyllium Seed Husk, Trace Minerals [Zinc Oxide, Zinc Proteinate, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite].	adult	wet food		can	sliced	royal canin size health nutrition		30.923694779116467	37.670682730923694	31.405622489959832	0.027651515151515153
Natural Balance L.I.D. Limited Ingredient Diets Green Pea & Venison Grain-Free Dry Cat Food, 8-lb bag	https://www.chewy.com/natural-balance-lid-limited/dp/126522	33.15	Green Peas, Venison, Pea Protein, Venison Meal, Brewers Dried Yeast, Canola Oil (Preserved with Mixed Tocopherols), Flaxseed, Salmon Oil (Preserved with Mixed Tocopherols), Natural Flavor, Salt, Potassium Chloride, Dl-Methionine, Choline Chloride, Minerals (Zinc Proteinate,  Zinc Sulfate, Ferrous Sulfate, Iron Proteinate, Copper Sulfate, Copper Proteinate, Manganese Sulfate, Manganese Proteinate, Calcium Iodate, Sodium Selenite), Taurine, Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid, Biotin), Mixed Tocopherols (Preservative), Rosemary Extract, Green Tea Extract, Spearmint Extract.	adult	dry food	sensitive digestion limited ingredient diet grain-free no corn no wheat no soy					48.55259386643738	27.085124677558042	24.362281456004588	0.002768778409090909
Authority Chicken & Liver Entree Kitten Pate Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/authority-chicken-liver-entree-kitten/dp/177594	21.36	Chicken Broth, Chicken, Turkey, Chicken Liver, Ocean Fish, Brewers Rice, Dried Egg Product, Dried Plain Beet Pulp, Guar Gum, Salt, Potassium Chloride, Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Brewers Dried Yeast, Minerals (Ferrous Sulfate, Zinc Oxide, Copper Proteinate, Potassium Iodide, Manganese Sulfate, Sodium Selenite), Choline Chloride, Taurine.	kitten	wet food		can	pate			0.0	39.285714285714285	60.71428571428571	0.004517766497461929
Purina Pro Plan Adult Turkey & Giblets Entree in Gravy Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/purina-pro-plan-adult-turkey-giblets/dp/129805	32.88	Water Sufficient for Processing, Turkey, Wheat Gluten, Meat By-Products, Liver, Soy Flour, Corn Starch-Modified, Artificial and Natural Flavors, Chicken Livers, Salt, Chicken Hearts, Tricalcium Phosphate, Potassium Chloride, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		10.950661853188944	61.7729643000401	27.27637384677095	0.008896103896103897
Earthborn Holistic Chicken Fricatssee Grain-Free Natural Adult Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/earthborn-holistic-chicken-fricatssee/dp/115844	28.29	Chicken Broth, Chicken, Potatoes, Sunflower Oil, Peas, Pumpkin, Carrots, Natural Flavors, Tricalcium Phosphate, Guar Gum, Potassium Chloride, Salt, Taurine, Choline Chloride, Magnesium Sulfate, Iron Proteinate, Zinc Proteinate, Vitamin E Supplement, Thiamine Mononitrate, Niacin, Vitamin A Supplement, Manganese Proteinate, Copper Proteinate, Pyridoxine Hydrochloride, Sodium Selenite, Calcium Pantothenate, Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin, Potassium Iodide.	adult	wet food	grain-free gluten free	can	shredded			9.472701819878692	58.7960802613159	31.731217918805406	0.00943
Purina Pro Plan Savor Adult Salmon, Shrimp & Rice Entrée in Sauce Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/purina-pro-plan-savor-adult-salmon/dp/114064	24.28	Water Sufficient for Processing, Salmon, Wheat Gluten, Liver, Meat By Products, Shrimp, Rice, Corn Starch Modified, Artificial and Natural Flavors, Chicken, Fish, Soy Flour, Salt, Tricalcium Phosphate, Added Color, Potassium Chloride, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Pyridoxine Hydrochloride, Manganese Sulfate, Riboflavin Supplement, Vitamin B 12 Supplement, Biotin, Fish Oil, Vitamin D 3 Supplement, and Potassium Iodide.	adult	wet food		can	chunks in gravy	purina		8.891809023215083	61.322820849759076	29.78537012702584	0.014661835748792271
Blue Buffalo Freedom Indoor Kitten Chicken Recipe Grain-Free Dry Cat Food, 5-lb bag	https://www.chewy.com/blue-buffalo-freedom-indoor-kitten/dp/103487	20.98	Deboned Chicken, Chicken Meal, Tapioca Starch, Peas, Pea Protein, Menhaden Fish Meal (source of Omega 3 Fatty Acids), Chicken Fat (preserved with Mixed Tocopherols), Flaxseed (source of Omega 6 Fatty Acids), Natural Flavor, Dried Egg Product, Fish Oil (source of ARA-Arachidonic Acid and DHA-Docosahexaenoic Acid), Potatoes, Turkey Meal, Powdered Cellulose, Pea Fiber, Choline Chloride, Potassium Chloride, Calcium Sulfate, DL-Methionine, Salt, Dehydrated Alfalfa Meal, Dried Chicory Root, Taurine, Alfalfa Nutrient Concentrate, Calcium Carbonate, Calcium Chloride, Vitamin E Supplement, Sweet Potatoes, Carrots, preserved with Mixed Tocopherols, Vegetable juice For color, Ferrous Sulfate, Niacin (Vitamin B3), Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Zinc Sulfate, Blueberries, Cranberries, Barley Grass, Parsley, Turmeric, Dried Kelp, Yucca Schidigera Extract, Copper Sulfate, Thiamine Mononitrate (Vitamin B1), Copper Amino Acid Chelate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), L-Lysine, Biotin (Vitamin B7), Vitamin A Supplement, Manganese Sulfate, Manganese Amino Acid Chelate, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate (Vitamin B5), Riboflavin (Vitamin B2), Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9), Dried Yeast, Dried Enterococcus faecium fermentation product, Dried Lactobacillus acidophilus fermentation product, Dried Aspergillus niger fermentation extract, Dried Trichoderma longibrachiatum fermentation extract, Dried Bacillus subtilis fermentation extract, Calcium Iodate, Sodium Selenite, Oil of Rosemary.	kitten	dry food	indoor grain-free no corn no wheat no soy gluten free			blue freedom		27.184466019417474	32.88443470090824	39.93109927967429	0.0024258468799160985
