name,url,our_price,list_price,calories,ingredients,attr_dict,ga_dict
"Hill's Prescription Diet Gastrointestinal Biome Digestive/Fiber Care Chicken & Vegetable Stew Canned Cat Food, 2.9-oz, case of 24",https://www.chewy.com/hills-prescription-diet/dp/186014,41.99,44.72,"822 kcal/kg, 67 kcal/can","Chicken Broth, Chicken, Pork Liver, Carrots, Rice Starch, Wheat Gluten, Spinach, Ground Pecan Shells, Rice, Chicken Liver Flavor, Flaxseed, Soybean Oil, Potassium Alginate, Whole Grain Barley, Dried Citrus Pulp, Fish Oil, Dried Beet Pulp, Calcium Chloride, L-Lysine, Natural Flavor, Pumpkin, Pressed Cranberries, Powdered Cellulose, Guar Gum, Dicalcium Phosphate, Choline Chloride, Oat Fiber, Potassium Citrate, Sodium Tripolyphosphate, Fructooligosaccharides (FOS), Calcium Lactate, Calcium Gluconate, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Menadione Sodium Bisulfite Complex (source of Vitamin K), Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Folic Acid, Vitamin D3 Supplement), Taurine, Psyllium Seed Husk, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate).","{'Item Number': '159280', 'Weight': '4.35\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Brand': ""Hill's"", 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Sensitive Digestion, Pea-Free, Veterinary Diet'}","{'Crude Protein': '5.5% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '3.0% max', 'Moisture': '85.0% max'}"
"Purina Pro Plan Focus Adult Weight Management Ground Turkey & Rice Entree Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/purina-pro-plan-focus-adult-weight/dp/52850,24.28,,926 kcal/kg; 79 kcal/can,"Water Sufficient for Processing, Turkey, Liver, Wheat Gluten, Meat By-Products, Rice, Soy Flour, Soy Protein Concentrate, Artificial and Natural Flavors, Potassium Chloride, Calcium Phosphate, Guar Gum, Taurine, Locust Bean Gum, Xanthan Gum, Carrageenan, Salt, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.","{'Item Number': '67917', 'Packaging Type': 'Can', 'Food Texture': 'Ground', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, Weight Control, Pea-Free'}","{'Crude Protein': '12.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '78.0% max', 'Ash': '2.7% max', 'Taurine': '0.05% min'}"
"Evanger's Signature Series Slow Cooked Turkey Stew Grain-Free Canned Cat Food, 5.5-oz, case of 24",https://www.chewy.com/evangers-signature-series-slow-cooked/dp/45022,50.15,,111 kcal/5 oz can,"Turkey, Turkey Liver, Gravy (Turkey Broth, Tomato Paste, Guar Gum), Cranberries, Blueberries, Rosemary Extract, Taurine, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate [Source of Vitamin C], Thiamine Mononitrate [Source of Vitamin B1], Calcium Pantothenate, Vitamin A Supplement, Pyridoxine Hydrochloride [Source of Vitamin B6], Riboflavin Supplement [Source of Vitamin B2], Folic Acid, Vitamin B12 Supplement, Biotin, Vitamin D2 Supplement), Minerals (Zinc Sulfate, Iron Sulfate, Copper Sulfate, Manganese Sulfate, Selenium Yeast, Potassium Iodide).","{'Item Number': '60029', 'Packaging Type': 'Can', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '6.0% min', 'Crude Fat': '5.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '82.0% max', 'Ash': '2.0% max', 'Calcium': '0.2% min', 'Phosphorous': '0.16% min'}"
"Purina Pro Plan Savor Adult Seafood Stew Entree in Sauce Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/purina-pro-plan-savor-adult-seafood/dp/52888,23.28,26.28,"803 kcal/kg, 68 kcal/can","Water Sufficient For Processing, Ocean Fish, Wheat Gluten, Liver, Chicken, Meat By-Products, Tomatoes, Carrots, Corn Starch-Modified, Artificial And Natural Flavors, Shrimp, Soy Flour, Salt, Tricalcium Phosphate, Added Color, Potassium Chloride, Taurine, Choline Chloride, Vitamin E Supplement, Thiamine Mononitrate, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Source Of Vitamin K Activity), Copper Sulfate, Manganese Sulfate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide, D-4690.","{'Item Number': '67956', 'Packaging Type': 'Can', 'Food Texture': 'Chunks in Gravy', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '10.0% min', 'Crude Fat': '2.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '80.0% max', 'Ash': '3.0% max', 'Taurine': '0.05% min'}"
"Walk About Grain-Free Duck Canned Cat Food, 5.5 -oz, case of 24",https://www.chewy.com/walk-about-grain-free-duck-canned-cat/dp/180775,43.34,59.28,64 kcal/100 g,"Duck, Duck Broth, Liver, Sweet Potatoes, Peas, Carrots, Dicalcium Phosphate, Guar Gum, Calcium Carbonate, Fish Oil, Salt, Choline Chloride, Potassium Chloride,  Cassia Gum, Taurine, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Zinc Proteinate, Vitamin E Supplement, Ferrous Sulfate, Iron Proteinate, Zinc Sulfate, Niacin Supplement, Thiamine Mononitrate, Copper Proteinate, Vitamin A Supplement, Selenium Yeast, Manganese Sulfate, Manganese Proteinate, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12, Calcium Iodate, Folic Acid.","{'Item Number': '154004', 'Weight': '8.25\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, Gluten Free'}","{'Crude Protein': '7.5% min', 'Crude Fat': '2% min', 'Crude Fiber': '1% max', 'Moisture': '82% max', 'Omega 3 Fatty Acids': '0.1% min', 'Omega 6 Fatty Acids': '0.5% min', 'Calcium': '0.12% min', 'Phosphorus': '0.1% min'}"
"Purina Beyond Duck & Sweet Potato Pate Recipe Grain-Free Canned Cat Food, 3-oz, case of 12",https://www.chewy.com/purina-beyond-duck-sweet-potato-pate/dp/159440,8.02,14.28,"1171 kcal/kg, 99 kcal/can","Duck, Duck Broth, Liver, Chicken, Fish, Sweet Potatoes, Egg Product, Carrots, Potassium Chloride, Guar Gum, Taurine, Choline Chloride, Salt, Mono and Dicalcium Phosphate, Zinc Sulfate, Thiamine Mononitrate, Vitamin E Supplement, Ferrous Sulfate, Niacin, Copper Sulfate, Manganese Sulfate, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide.","{'Item Number': '132404', 'Weight': '2.66\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'Purina', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '10.0% (min)', 'Crude Fat': '5.0% (min)', 'Crude Fiber': '1.5% (max)', 'Moisture': '78% (max)', 'Ash': '3.5% (max)', 'Taurine': '0.05% (min)'}"
"Snappy Tom Naturals Tuna with Mackerel Cat Food Pouches, 3.5-oz, case of 12",https://www.chewy.com/snappy-tom-naturals-tuna-mackerel-cat/dp/221053,21.48,,51 kcal/can,"Tuna, Mackerel, Modified Tapioca Starch, Gum, Taurine, Vitamin Supplements, Trace Minerals, Caramel Color.","{'Item Number': '194419', 'Weight': '3.0\xa0pounds', 'Packaging Type': 'Pouch', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '11%', 'Crude Fat': '1%', 'Crude Fiber': '1%', 'Ash': '1% min', 'Salt': '1%', 'Moisture': '85% max', 'Arginine': '0.84 g/100g', 'Methionine': '0.55 g/100g', 'Vitamin A': '2140 IU/kg', 'Vitamin D': '490 IU/kg', 'Vitamin E': '11 IU/kg', 'Thiamin B1': '1.3 mg/kg', 'Niacin B3': '13 mg/kg', 'Panthothenic Acid': '6.0 mg/kg', 'Choline': '450 mg/kg', 'Folic Acid': '0.3 mg/kg', 'Biotin': '0.2 mg/kg', 'Zinc': '31 mg/kg', 'Iron': '26 mg/kg', 'Manganese': '1.7 mg/kg', 'Calcium': '0.47 g/100g', 'Phosphorus': '0.33 g/100g', 'Iodine': '2.0 mg/kg', 'Selenium': '0.5 mg/kg', 'Copper': '2.0 mg/kg'}"
"Now Fresh Grain-Free Wild Salmon Stew Wet Cat Food, 6.4 oz, case of 24",https://www.chewy.com/now-fresh-grain-free-wild-salmon-stew/dp/165440,82.31,,974 kcal/kg or 177kcal/182 g carton,"De-Boned Salmon, Turkey Bone Broth, Potatoes, Carrots, Peas, Tapioca, Cranberries, Sweet Potatoes, Apples, Canola Oil, Tricalcium Phosphate, Coconut Oil, Flaxseed, Potassium Chloride, Sodium Phosphate, Choline Chloride, Salt, Taurine, Dried Kelp, Vitamins (Vitamin A Supplement, Vitamin D3 Supplement, Vitamin E Supplement, Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite).","{'Item Number': '138479', 'Weight': '6.0\xa0pounds', 'Packaging Type': 'Box', 'Food Texture': 'Stew', 'Lifestage': 'Adult', 'Brand': 'Petcurean', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free, Non-GMO'}","{'Crude Protein': '8.0 % min', 'Crude Fat': '4.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '82% max'}"
"Almo Nature HQS Natural Chicken With Quinoa Canned Cat Food, 2.47-oz can, case of 24",https://www.chewy.com/almo-nature-hqs-natural-chicken/dp/209560,38.16,,596 kcal,"Chicken, Quinoa.","{'Item Number': '182891', 'Weight': '3.52\xa0ounces', 'Packaging Type': 'Can', 'Food Texture': 'Bits in Broth', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, No Corn No Wheat No Soy, Gluten Free, Limited Ingredient Diet'}","{'Crude Protein': '15.3% min', 'Crude Fat': '0.6% min', 'Crude Fiber': '0.1% max', 'Moisture': '80.8% max', 'Ash': '1.0% max'}"
"PetKind Green Tripe & High Skies Formula Dry Cat Food, 4-lb bag",https://www.chewy.com/petkind-green-tripe-high-skies/dp/263023,24.99,,3512 kcal/kg,"Beef Tripe, Turkey Meal, Chicken Meal, Turkey, Chicken, Sweet Potato, Potato, Flaxseed, Oats, Barley, Pea Protein, Green Lentils, Chicken Fat, Duck, Squash, Spinach, Carrot, Broccoli, Cranberry, Apple, Blueberry, Banana, Natural Flavour, Taurine, Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Vitamin A Supplement, Vitamin D3 Supplement, Vitamin B12 Supplement, Vitamin E Supplement, A-Tocopherol Acetate, Niacin, Riboflavin, Thiamine Mononitrate, Pyridoxine Hydrochloride, Folic Acid, Manganous Oxide, Calcium Iodate, Sodium Selenite, Calcium Carbonate, Sodium Chloride, Potassium Chloride, Choline Chloride, Dried Lactobacillus Acidophilus Fermentation Product, Dried Lactobacillus Casei Fermentation Product, Dried Bifido Bacterium Bifidium Thermophilum Fermentation Product, Dried Streptococcus Faecium Fermentation Product, Yucca Schidigera, Rosemary, Cayenne, Peppermint, Thyme, Green Tea Extract.","{'Item Number': '236530', 'Weight': '4.0\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'N/A'}","{'Crude Protein': '30.0% min', 'Crude Fat': '14.0% min', 'Crude Fiber': '3.4% max', 'Ash': '8.0% max', 'Phosphorus': '1.08% min', 'Magnesium': '0.14% min', 'Taurine': '0.28% min'}"
"Snappy Tom Lites Tuna with Cheese Canned Cat Food, 3-oz can, case of 24",https://www.chewy.com/snappy-tom-lites-tuna-cheese-canned/dp/221035,36.00,,80 kcal/can,"Tuna, Cheese, Modified Tapioca Starch, Vegetable Oil, Gum, Taurine, Vitamin Supplements, Trace Minerals, Caramel Color.","{'Item Number': '194401', 'Weight': '5.2\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '10%', 'Crude Fat': '1.5%', 'Crude Fiber': '1%', 'Ash': '2% min', 'Salt': '1.2%', 'Moisture': '85% max', 'Arginine': '0.70 g/100g', 'Methionine': '0.51 g/100g', 'Vitamin A': '2100 IU/kg', 'Vitamin D': '520 IU/kg', 'Vitamin E': '11 IU/kg', 'Thiamin B1': '1.2 mg/kg', 'Niacin B3': '12 mg/kg', 'Panthothenic Acid': '5.4 mg/kg', 'Choline': '470 mg/kg', 'Folic Acid': '0.2 mg/kg', 'Biotin': '0.2 mg/kg', 'Zinc': '23 mg/kg', 'Iron': '33 mg/kg', 'Manganese': '2.2 mg/kg', 'Calcium': '0.44 g/100g', 'Phosphorus': '0.47 g/100g', 'Iodine': '0.7 mg/kg', 'Selenium': '0.7 mg/kg', 'Copper': '23 mg/kg'}"
"Now Fresh Grain-Free Cod Paté Wet Cat Food, 6.4-oz, case of 24",https://www.chewy.com/now-fresh-grain-free-cod-pate-wet-cat/dp/183357,71.76,,"969 kcal/kg, 176 kcal/182 g carton","Cod, Chicken Bone Broth, Chicken, Chicken Liver, Tapioca, Cranberries, Cassia Gum, Flaxseed, Guar Gum, Coconut Oil, Sodium Tripolyphosphate, Salt, Taurine, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin, Thiamine Mononitrate, D-Calcium Pantothenate, Riboflavin, Pyridoxine Hydrochloride, Folic Acid, Biotin, Vitamin B12 Supplement), Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Calcium Iodate, Sodium Selenite).","{'Item Number': '156608', 'Weight': '9.6\xa0pounds', 'Packaging Type': 'Box', 'Food Texture': 'Pate', 'Lifestage': 'Adult', 'Brand': 'Petcurean', 'Food Form': 'Wet Food', 'Special Diet': 'No Corn No Wheat No Soy, Gluten Free, Grain-Free, Pea-Free, Non-GMO'}","{'Crude Protein': '9.0% min', 'Crude Fat': '4.0% min', 'Crude Fiber': '1.0% max', 'Moisture': '78% max'}"
"Almo Nature HQS Natural Salmon in Broth Canned Cat Food, 2.47-oz can, case of 24",https://www.chewy.com/almo-nature-hqs-natural-salmon-in/dp/271161,38.40,42.96,"1600 kcal me/kg, 112 kcal me/2.47-oz can","Salmon, Water Sufficient For Processing, Guar Gum.","{'Item Number': '244678', 'Weight': '5.22\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '12.0% min', 'Crude Fat': '10.0% min', 'Crude Fiber': '1.5% max', 'Moisture': '79.0% max', 'Ash': '1.0% max'}"
"Snappy Tom Lites Tuna with Salmon Canned Cat Food, 3-oz can, case of 24",https://www.chewy.com/snappy-tom-lites-tuna-salmon-canned/dp/221026,31.10,36.00,80 kcal/can,"Tuna, Salmon, Modified Tapioca Starch, Vegetable Oil, Gum, Taurine, Vitamin Supplements, Trace Minerals, Caramel Color.","{'Item Number': '194392', 'Weight': '5.2\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '10%', 'Crude Fat': '1.5%', 'Crude Fiber': '1%', 'Ash': '2.0% min', 'Salt': '1.2%', 'Moisture': '85% max', 'Arginine': '0.84g/100g', 'Methionine': '0.55g/100g', 'Vitamin A': '2140 IU/kg', 'Vitamin D': '490 IU/kg', 'Vitamin E': '11 IU/kg', 'Thiamin B1': '1.3 mg/kg', 'Niacin B3': '13 mg/kg', 'Panthothenic Acid': '6.0 mg/kg', 'Choline': '450 mg/kg', 'Folic Acid': '0.3 mg/kg', 'Biotin': '0.2 mg/kg', 'Zinc': '31 mg/kg', 'Iron': '26 mg/kg', 'Manganese': '1.7 mg/kg', 'Calcium': '0.47g/100g', 'Phosphorus': '0.33g/11g', 'Iodine': '2.0 mg/kg', 'Selenium': '0.5 mg/kg', 'Copper': '2.0 mg/kg'}"
"Adirondack Limited Ingredient Chicken & Chicken Meal Recipe Grain-Free Dry Cat Food, 3.5-lb bag",https://www.chewy.com/adirondack-limited-ingredient-chicken/dp/241871,13.99,,"3436 kcal/kg, 391 kcal/cup","Chicken, Chicken Meal, Peas, Lentils, Fava Beans, Tapioca Starch, Whitefish Meal, Chickpeas, Chicken Fat (Preserved With Mixed Tocopherols), Flaxseed, Natural Flavor, Pea Protein, Dried Alfalfa Meal, Menhaden Fish Oil (Preserved With Mixed Tocopherol), Dl-Methionine, Monosodium Phosphate, L-Lysine, Choline Chloride, Salt, Taurine, Dried Cranberries, Dried Blueberries, Fructooligosaccharide (Fos), Ascorbic Acid, Yucca Schidigera Extract, Vitamin D3 Supplement, Vitamin E Supplement, Niacin Supplement, Organic Dried Kelp, Thiamine Mononitrate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, D-Calcium Pantothenate, Vitamin B12 Supplement, Vitamin A Acetate, Citric Acid, Folic Acid, Ferrous Sulfate, Zinc Sulfate, Zinc Proteinate, Iron Proteinate, Copper Sulfate, Zinc Oxide, Manganese Sulfate, Manganese Proteinate, Copper Proteinate, Manganous Oxide, Sodium Selenite, Calcium Iodate, Dried Fermentation Product (Dried L. Casei Fermentation Product, Dried L. Acidophilus Fermentation Product, Dried B. Animalis Fermentation Product And Dried L. Reuteri Fermentation Product).","{'Item Number': '215304', 'Weight': '3.5\xa0pounds', 'Lifestage': 'Adult', 'Food Form': 'Dry Food', 'Special Diet': 'N/A, Grain-Free, Indoor, Limited Ingredient Diet, No Corn No Wheat No Soy'}","{'Crude Protein': '32% min', 'Crude Fat': '12% min', 'Crude Fiber': '3.50% max', 'Moisture': '10% max'}"
"Canada Fresh Chicken Canned Cat Food, 3-oz, case of 24",https://www.chewy.com/canada-fresh-chicken-canned-cat-food/dp/216913,40.56,,111.5 kcal/100g me; 173 kcal/5.5-oz can; 411 kcal/13-oz can,"Chicken, Chicken Broth, Peas, Tri-Calcium Phosphate, Agar-Agar, Calcium Carbonate, Salmon Oil, Choline Chloride, Salt, Taurine, L-Ascorbyl-2-Polyphosphate (Source of Vitamin C), Zinc Proteinate, Vitamin E Supplement, Ferrous Sulfate, Iron Proteinate, Zinc Sulfate, Niacin Supplement, Thiamine Mononitrate, Copper Proteinate, Vitamin A Supplement, Selenium Yeast, Manganese Sulfate, Manganese Proteinate, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12, Calcium Iodate, Folic Acid.","{'Item Number': '190261', 'Weight': '5.0\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Pate', 'Brand': 'PetKind', 'Lifestage': 'Adult', 'Food Form': 'Wet Food'}","{'Crude Protein': '9.0% min', 'Crude Fat': '7.5% min', 'Crude Fiber': '1.0% max', 'Moisture': '78.0% max', 'Ash': '1.0% max'}"
"Almo Nature Daily Complete Tuna Dinner with Mackerel in Broth Canned Cat Food, 2.47-oz, case of 24",https://www.chewy.com/almo-nature-daily-complete-tuna/dp/209528,14.28,,830 kcal,"Tuna, Fish Broth, Mackerel, Tapioca Starch, Sunflower Oil, Tricalcium Phosphate, Guar Gum, Minerals (Zinc Oxide, Reduced Iron, Sodium Selenite, Manganese Sulfate, Copper Glycine, Complex, Potassium Iodide), Taurine, Choline Chloride, Vitamins (Vitamin E Supplement, Niacin Supplement, Vitamin A Supplement, Vitamin B12 Supplement, Vitamin D3 Supplement, Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Biotin Supplement, Folic Acid, Menadione Sodium Bisulfite Complex (Source of Vitamin K Activity), Potassium Chloride.","{'Item Number': '182859', 'Weight': '3.52\xa0ounces', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'High-Protein, No Corn No Wheat No Soy, Gluten Free'}","{'Crude Protein': '10% min', 'Crude Fat': '1.5% min', 'Crude Fiber': '0.5% max', 'Moisture': '85% max', 'Calcium': '0.14% min', 'Ash': '3.0% max', 'Phosphorus': '0.12% min', 'Magnesium': '0.02% min', 'Taurine': '0.05% min'}"
"Snappy Tom Lites Chicken with Vegetables Canned Cat Food, 3-oz can, case of 24",https://www.chewy.com/snappy-tom-lites-chicken-vegetables/dp/221041,36.00,,39 kcal/can,"Chicken, Pumpkin, Carrot, Modified Tapioca Starch, Gum, Taurine, Vitamin Supplements, Trace Minerals.","{'Item Number': '194407', 'Weight': '5.2\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy, Pea-Free'}","{'Crude Protein': '11%', 'Crude Fat': '0.5%', 'Crude Fiber': '1%', 'Ash': '1% min', 'Salt': '1.0%', 'Moisture': '85% max', 'Arginine': '0.31 g/100g', 'Methionine': '0.27 g/100g', 'Vitamin A': '2850 IU/kg', 'Vitamin D': '750 IU/kg', 'Vitamin E': '13 IU/kg', 'Thiamin B1': '2.7 mg/kg', 'Niacin B3': '21 mg/kg', 'Panthothenic Acid': '9.2 mg/kg', 'Choline': '580 mg/kg', 'Folic Acid': '0.6 mg/kg', 'Biotin': '0.6 mg/kg', 'Zinc': '28 mg/kg', 'Iron': '28 mg/kg', 'Manganese': '2.0 mg/kg', 'Calcium': '0.17 g/100g', 'Phosphorus': '0.11 g/100g', 'Iodine': '0.5 mg/kg', 'Selenium': '0.2 mg/kg', 'Copper': '0.9 mg/kg'}"
"Petite Cuisine Sweet Ivy's Chicken & Sweet Potato Entrée in Broth Grain-Free Wet Cat Food, 2.8-oz can, case of 24",https://www.chewy.com/petite-cuisine-sweet-ivys-chicken/dp/227170,28.56,,"795 kcal/kg, 63 kcal/cup","Chicken Broth, Chicken, Sweet Potato, Sunflower Oil, Cranberry, Tricalcium Phosphate, Guar Gum, Tapioca Starch, Olive Oil, Salt, Choline Chloride, Magnesium Sulfate, Taurine, Zinc Oxide, Reduced Iron, Vitamin E Supplement, Sodium Selenite, Thiamine Mononitrate, Manganese Sulfate, Niacin Supplement, Vitamin A Supplement, Copper Amino Acid Complex, Pyridoxine Hydrochloride (Vitamin B6), Calcium Pantothenate, Riboflavin Supplement (Vitamin B2), Potassium Iodide, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement, Biotin Supplement (Vitamin B7).","{'Item Number': '200542', 'Weight': '4.2\xa0pounds', 'Packaging Type': 'Can', 'Food Texture': 'Shredded', 'Lifestage': 'Adult', 'Food Form': 'Wet Food', 'Special Diet': 'Grain-Free, High-Protein, No Corn No Wheat No Soy'}","{'Crude Protein': '10% min', 'Crude Fat': '2% min', 'Crude Fiber': '1% max', 'Moisture': '85% max'}"
