name	url	our_price	list_price	ingredients	%_protein_min	%_fat_min	%_fiber_max	%_moisture_max	item_number	weight	lifestage	food_form	special_diet	packaging_type	food_texture	brand	breed_size	dimensions	small_pet_type	%_misc_components	kcal_per_kg	kcal_per_lb	kcal_per_oz	kcal_per_cup	kcal_per_item	item_volume_for_kcal	total_mass_lb	item_oz	item_count	moisture_warning	conversion_warning
Friskies Indoor Flaked Ocean Whitefish Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/friskies-indoor-flaked-ocean/dp/104197	12.5	13.92	Water Sufficient For Processing, Ocean Whitefish, Wheat Gluten, Poultry, Rice, Powdered Cellulose, Corn Starch-Modified, Spinach, Meat By-Products, Liver, Artificial and Natural Flavors, Soy Flour, Tricalcium Phosphate, Potassium Chloride, Added Color, Taurine, Choline Chloride, Salt, Thiamine Mononitrate, Vitamin E Supplement, Red 3, Zinc Sulfate, Ferrous Sulfate, Niacin, Calcium Pantothenate, Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Copper Sulfate, Pyridoxine Hydrochloride, Manganese Sulfate, Riboflavin Supplement, Vitamin B-12 Supplement, Biotin, Folic Acid, Vitamin D-3 Supplement, Potassium Iodide. H-6083.	9.0	2.0	2.2	78.0	76322.0	9.4	adult	wet food	indoor pea-free	can	flaked	purina				2.55	850.0				133.0			5.5	24.0		
Merrick Purrfect Bistro Grain-Free Real Chicken + Sweet Potato Recipe Adult Dry Cat Food, 12-lb bag	https://www.chewy.com/merrick-purrfect-bistro-grain-free/dp/49263	35.99		Deboned Chicken, Chicken Meal, Turkey Meal, Sweet Potatoes, Peas, Potatoes, Pea Protein, Chicken Fat (preserved with mixed tocopherols), Dried Egg Product, Potato Protein, Natural Flavor, Tapioca, Ground Flaxseed, Phosphoric Acid, Inulin (from chicory root), Dried Whey Protein Concentrate, Salmon Oil, Choline Chloride, Salt, Organic Dried Alfalfa Meal, Taurine, Minerals((Iron Amino Acid Complex, Zinc Amino Acid Complex, Zinc Sulfate, Sodium Selenite, Manganese Amino Acid Complex, Copper Amino Acid Complex, Copper Sulfate, Potassium Iodide, Cobalt Proteinate, Cobalt Carbonate), Yucca Schidigera Extract, Vitamins(Vitamin E Supplement, Vitamin B12 Supplement, d-Calcium Pantothenate, Vitamin A Acetate, Thiamine Mononitrate, Niacin, Pyridoxine Hydrochloride, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Dried Bacillus coagulans Fermentation Product, Dried Lactobacillus plantarum Fermentation Product, Dried Lactobacillus casei Fermentation Product, Dried Enterococcus faecium Fermentation Product, Dried Lactobacillus acidophilus Fermentation Product.	38.0	17.0	3.5	11.0	64301.0	12.0	adult	dry food	grain-free gluten free no corn no wheat no soy							5.0	3731.0			410.0			12.0		1.0		
Purina Pro Plan Focus Sensitive Skin & Stomach Tuna & Oat Meal Entree Canned Cat Food, 3-oz can, case of 24	https://www.chewy.com/purina-pro-plan-focus-sensitive-skin/dp/249885	23.28	28.56	Tuna, Meat By-Products, Water, Ocean Whitefish, Oat Meal, Vegetable Oil, Chicory Root Inulin, Tricalcium Phosphate, MINERALS [Potassium Chloride, Zinc Sulfate, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Potassium Iodide], Guar Gum, Taurine, Salt, VITAMINS [Vitamin E Supplement, Thiamine Mononitrate (Vitamin B-1), Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Choline Chloride.	10.0	4.0	1.5	78.0	223356.0	5.3	adult	wet food	sensitive digestion	can	pate					3.9499999999999997	1028.0				87.0			3.0	24.0		
Hill's Science Diet Adult Savory Salmon Entree Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-savory/dp/34187	37.68	37.99	Water, Pork Liver, Salmon, Pork By-Products, Wheat Flour, Chicken Fat, Whole Grain Corn, Corn Starch, Powdered Cellulose, Chicken Liver Flavor, Corn Gluten Meal, Natural Flavor, Guar Gum, Locust Bean Gum, Brewers Dried Yeast, Potassium Chloride, Calcium Carbonate, vitamins (Vitamin E Supplement, Thiamine Mononitrate, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Calcium Pantothenate, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Biotin, Riboflavin Supplement, Folic Acid), Taurine, Carrageenan, Choline Chloride, Iodized Salt, L-Lysine, DL-Methionine, minerals (Zinc Oxide, Ferrous Sulfate, Manganese Sulfate, Copper Sulfate, Calcium Iodate), Beta-Carotene.	7.0	5.0	2.5	78.0	49006.0		adult	wet food		can	minced	hill's science diet				0.0					185.0			5.5	24.0		
Instinct Ultimate Protein Grain-Free Cage-Free Chicken Recipe Freeze-Dried Raw Coated Dry Cat Food, 10-lb bag	https://www.chewy.com/instinct-ultimate-protein-grain-free/dp/146297	43.57		Chicken, Tapioca, Chicken Fat (preserved with Mixed Tocopherols and Citric Acid), Ground Flaxseed, Natural Flavor, Dried Tomato Pomace, Dried Whey Protein Concentrate, Dicalcium Phosphate, Potassium Chloride, Salt, Vitamins (Vitamin E Supplement, Niacin Supplement, L-Ascorbyl-2-Polyphosphate, Thiamine Mononitrate, d-Calcium Pantothenate, Vitamin A Supplement, Riboflavin Supplement, Pyridoxine Hydrochloride, Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement, Biotin), Montmorillonite Clay, Choline Chloride, Minerals (Zinc Proteinate, Iron Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Ethylenediamine Dihydriodide), Taurine, Freeze Dried Chicken, Freeze Dried Chicken Liver, Pumpkinseeds, Freeze Dried Chicken Heart, Dried Bacillus coagulans Fermentation Product, Rosemary Extract.	47.0	17.0	3.0	10.0	119107.0		adult	dry food	high-protein grain-free gluten free no corn no wheat no soy pea-free natural			nature's variety				0.1585	4470.0			491.0			10.0		1.0		
Friskies Farm Favorites Chicken & Carrots Pate Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/friskies-farm-favorites-chicken/dp/240904	11.88	15.6	Meat By-Products, Water, Poultry By-Products, Chicken, Carrots, Ocean Fish, Rice, Artificial And Natural Flavors, Guar Gum, Tricalcium Phosphate, Minerals [Potassium Chloride, Magnesium Sulfate, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Choline Chloride, Salt, Carrageenan, Taurine, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement]. A629818	8.0	5.0	1.0	78.0	214331.0	9.4	adult	wet food		can	pate					3.55	1230.0				192.0			5.5	24.0		
Royal Canin Weight Care Dry Cat Food, 14-lb bag	https://www.chewy.com/royal-canin-weight-care-dry-cat-food/dp/117771	56.69		Chicken Meal, Pea Fiber, Wheat Gluten, Corn, Corn Gluten Meal, Natural Flavors, Brewers Rice Flour, Brewers Rice, Wheat, Chicken Fat, Dried Plain Beet Pulp, Calcium Sulfate, Fish Oil, Salt, Potassium Chloride, Sodium Pyrophosphate, Monocalcium Phosphate, Psyllium Seed Husk, Calcium Carbonate, Vegetable Oil, Choline Chloride, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Niacin Supplement, Biotin, Riboflavin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Vitamin A Acetate, Thiamine Mononitrate (Vitamin B1), Vitamin B12 Supplement, Folic Acid, Vitamin D3 Supplement], Taurine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Manganese Proteinate, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite, Copper Proteinate], L-Carnitine, Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	34.0	8.3	10.8	8.0	90075.0	14.0	adult	dry food	high-protein indoor weight control pea-free			royal canin size health nutrition				0.014	3227.0			255.0			14.0		1.0		
Instinct Limited Ingredient Diet Grain-Free Pate Real Rabbit Recipe Canned Cat Food, 5.5-oz, case of 12	https://www.chewy.com/instinct-limited-ingredient-diet/dp/113952	39.95		Rabbit, Water, Pea Protein, Peas, Rabbit Liver, Montmorillonite Clay, Potassium Chloride, Salt, Minerals (Iron Proteinate, Zinc Proteinate, Copper Proteinate, Manganese Proteinate, Sodium Selenite, Potassium Iodide), Choline Chloride, Vitamins (Vitamin E Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine, L-Ascorbyl-2-Polyphosphate.	10.0	3.0	1.5	76.0	86172.0	4.8	adult	wet food	sensitive digestion limited ingredient diet grain-free gluten free no corn no wheat no soy	can	pate	nature's variety				0.0	1000.0				85.0			5.5	12.0		
Blue Buffalo Wilderness Wild Delights Minced Chicken & Trout in Tasty Gravy Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/blue-buffalo-wilderness-wild-delights/dp/112003	29.03	37.99	Chicken, Chicken Broth, Water, Trout, Chicken Liver, Dried Egg, Potato Starch, Natural Flavor, Guar Gum, Calcium Carbonate, Sodium Phosphate, Salt, Potassium Chloride, Carrageenan, Taurine, Choline Chloride, Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Thiamine Mononitrate (Vitamin B1), Vitamin E Supplement, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Niacin Supplement (Vitamin B3), Calcium Pantothenate (Vitamin B5), Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement (Vitamin B2), Vitamin A Supplement, Biotin (Vitamin B7), Potassium Iodide, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid (Vitamin B9).	9.0	4.0	1.5	82.0	84200.0		adult	wet food	high-protein grain-free no corn no wheat no soy pea-free	can	minced	blue wilderness				0.1	970.0				151.0			5.5	24.0		
Tiki Cat Hawaiian Grill Ahi Tuna Grain-Free Canned Cat Food, 2.8-oz, case of 12	https://www.chewy.com/tiki-cat-hawaiian-grill-ahi-tuna/dp/34294	13.93		Tuna, Tuna Broth, Sunflower Seed Oil, Calcium Lactate, Tricalcium Phosphate, Choline Chloride, Taurine, Vitamin E Supplement, Zinc Sulfate, Iron Sulfate, Thiamine Mononitrate (Vitamin B1), Niacin (Vitamin B3), Calcium Pantothenate, Manganese Sulfate, Vitamin A Supplement, Potassium Iodide, Copper Sulfate, Riboflavin Supplement (Vitamin B2), Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin D3 Supplement, Vitamin B12 Supplement.	16.0	2.0	0.0	78.0	49113.0		adult	wet food	no corn no wheat no soy high-protein low glycemic gluten free grain-free pea-free gmo-free natural	can	shredded					2.2	931.0				74.0			2.8	12.0		
Hill's Science Diet Adult Multiple Benefit Chicken Recipe Dry Cat Food, 15.5-lb bag	https://www.chewy.com/hills-science-diet-adult-multiple/dp/123694	44.99	46.99	Chicken, Brewers Rice, Corn Gluten Meal, Powdered Cellulose, Whole Grain Wheat, Wheat Gluten, Chicken Fat, Chicken Liver Flavor, Dried Beet Pulp, Soybean Oil, Lactic Acid, Calcium Sulfate, Potassium Chloride, Fish Oil, Choline Chloride, Dicalcium Phosphate, Taurine, Iodized Salt, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene.	30.0	9.5	9.5	10.0	96121.0	15.5	adult	dry food	n/a			hill's science diet				0.0085				273.0			15.5		1.0		kcal/product required a conversion between mass and volume
Friskies Tasty Treasures Pate Liver & Beef Wet Cat Food, 5.5-oz can, case of 24	https://www.chewy.com/friskies-tasty-treasures-pate-liver/dp/104209	13.82	13.92	Water, Liver, Poultry By-Products, Meat By-Products, Beef, Fish, Soy Flour, Rice, Artificial And Natural Flavors, Guar Gum, Tricalcium Phosphate, Minerals [Potassium Chloride, Magnesium Sulfate, Mono And Dicalcium Phosphate, Zinc Sulfate, Ferrous Sulfate, Copper Sulfate, Manganese Sulfate, Potassium Iodide], Added Color, Salt, Carrageenan, Taurine, Choline Chloride, Vitamins [Thiamine Mononitrate (Vitamin B-1), Vitamin E Supplement, Niacin (Vitamin B-3), Calcium Pantothenate (Vitamin B-5), Vitamin A Supplement, Menadione Sodium Bisulfite Complex (Vitamin K), Pyridoxine Hydrochloride (Vitamin B-6), Riboflavin Supplement (Vitamin B-2), Vitamin B-12 Supplement, Biotin (Vitamin B-7), Folic Acid (Vitamin B-9), Vitamin D-3 Supplement], Red 3, Calcium Chloride. A627919.	10.0	5.0	1.0	78.0	76334.0	9.4	adult	wet food		can	pate	purina				3.55	1104.0				172.0			5.5	24.0		
Hill's Science Diet Adult 7+ Hairball Control Dry Cat Food, 15.5-lb bag	https://www.chewy.com/hills-science-diet-adult-7-hairball/dp/34043	44.99	46.99	Chicken, Whole Grain Wheat, Corn Gluten Meal, Chicken Fat, Powdered Cellulose, Wheat Gluten, Brewers Rice, Dried Beet Pulp, Chicken Liver Flavor, Lactic Acid, Potassium Chloride, Calcium Sulfate, Fish Oil, Dicalcium Phosphate, Choline Chloride, Calcium Carbonate, Taurine, vitamins (Vitamin E Supplement, L-Ascorbyl-2-Polyphosphate (source of Vitamin C), Niacin Supplement, Thiamine Mononitrate, Vitamin A Supplement, Calcium Pantothenate, Riboflavin Supplement, Biotin, Vitamin B12 Supplement, Pyridoxine Hydrochloride, Folic Acid, Vitamin D3 Supplement), Iodized Salt, minerals (Ferrous Sulfate, Zinc Oxide, Copper Sulfate, Manganous Oxide, Calcium Iodate, Sodium Selenite), L-Carnitine, Oat Fiber, Mixed Tocopherols for freshness, Natural Flavors, Beta-Carotene, Apples, Broccoli, Carrots, Cranberries, Green Peas.	28.5	15.5	10.7	8.0	48862.0	15.5	senior	dry food	n/a			hill's science diet				0.10850000000000001				333.0			15.5		1.0		kcal/product required a conversion between mass and volume
Royal Canin Veterinary Diet Satiety Support Weight Management Morsels in Gravy Canned Cat Food, 3-oz, case of 24	https://www.chewy.com/royal-canin-veterinary-diet-satiety/dp/171811	39.99		Water Sufficient For Processing, Chicken By-Products, Pork By-Products, Pork Liver, Brewers Rice Flour, Pork Plasma, Powdered Cellulose, Modified Corn Starch, Egg Product, Natural Flavors, Calcium Carbonate, Sodium Tripolyphosphate, Guar Gum, Taurine, Potassium Chloride, Calcium Sulfate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), Thiamine Mononitrate (Vitamin B1), Niacin Supplement, Biotin, D-Calcium Pantothenate, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], L-Carnitine, Trace Minerals [Zinc Proteinate, Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Sodium Selenite, Calcium Iodate], Marigold Extract (Tagetes Erecta L.), Glucosamine Hydrochloride, Chondroitin Sulfate.	5.8	1.4	1.4	86.0	144955.0	4.5	adult	wet food	weight control pea-free veterinary diet	can	chunks in gravy	royal canin				0.0053	597.0				51.0			3.0	24.0		
Tiki Cat Hanalei Luau Wild Salmon in Salmon Consomme Grain-Free Canned Cat Food, 2.8-oz, case of 12	https://www.chewy.com/tiki-cat-hanalei-luau-wild-salmon-in/dp/34293	19.33	20.28	Salmon, Salmon Broth, Sunflower Seed Oil, Tricalcium Phosphate, Taurine, Choline Chloride, Potassium Chloride, Sodium Chloride, Magnesium Sulfate, Zinc Amino Acid Chelate, Iron Amino Acid Chelate, Vitamin E Supplement, Ascorbic Acid, Thiamine Mononitrate (Vitamin B1), Niacin (Vitamin B3), Manganese Amino Acid Chelate, Vitamin A Supplement, Copper Amino Acid Chelate, Calcium Iodate, Calcium Pantothenate, Sodium Selenite, Riboflavin Supplement (Vitamin B2), Vitamin B12 Supplement, Pyridoxine Hydrochloride (Vitamin B6), Folic Acid, Vitamin D3 Supplement, Biotin, Vitamin K3 Supplement.	14.0	1.8	0.0	81.0	49112.0		adult	wet food	high-protein no corn no wheat no soy gluten free low glycemic grain-free pea-free gmo-free natural	can	shredded					1.8	738.0				59.0			2.8	12.0		
Royal Canin Veterinary Diet Selected Protein Adult PD Dry Cat Food, 8.8-lb bag	https://www.chewy.com/royal-canin-veterinary-diet-selected/dp/35142	67.99		Peas, Duck By-Product Meal, Pea Protein, Coconut Oil, Natural Flavors, Hydrolyzed Soy Protein, Vegetable Oil, Calcium Sulfate, Sodium Bisulfate, Dl-Methionine, Fish Oil, Sodium Pyrophosphate, Choline Chloride, Salt, Monocalcium Phosphate, Vitamins [Dl-Alpha Tocopherol Acetate (Source Of Vitamin E), Niacin Supplement, L-Ascorbyl-2-Polyphosphate (Source Of Vitamin C), D-Calcium Pantothenate, Biotin, Pyridoxine Hydrochloride (Vitamin B6), Riboflavin Supplement, Thiamine Mononitrate (Vitamin B1), Vitamin A Acetate, Folic Acid, Vitamin B12 Supplement, Vitamin D3 Supplement], Taurine, Calcium Carbonate, Trace Minerals [Zinc Proteinate, Zinc Oxide, Manganese Proteinate, Ferrous Sulfate, Manganous Oxide, Copper Sulfate, Sodium Selenite, Calcium Iodate, Copper Proteinate], Rosemary Extract, Preserved With Mixed Tocopherols And Citric Acid.	30.0	11.0	5.8	8.0	49972.0	8.8	adult	dry food	sensitive digestion limited ingredient diet veterinary diet			royal canin				0.12	3531.0			332.0			8.8		1.0		
Hill's Science Diet Adult Tender Chicken Dinner Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/hills-science-diet-adult-tender/dp/37903	37.68	37.99	Water, Chicken, Pork Liver, Wheat Flour, Wheat Gluten, Dextrose, Modified Rice Starch, Oat Hulls, Chicken Liver Flavor, Egg Whites, Soybean Oil, Dicalcium Phosphate, Potassium Chloride, Fish Oil, Choline Chloride, Guar Gum, Calcium Carbonate, Iodized Salt, L-Lysine, vitamins (Vitamin E Supplement, Thiamine Mononitrate, Ascorbic Acid (source of Vitamin C), Niacin Supplement, Pyridoxine Hydrochloride, Calcium Pantothenate, Vitamin B12 Supplement, Riboflavin Supplement, Biotin, Vitamin D3 Supplement, Folic Acid), Taurine, Calcium Chloride, Caramel color, minerals (Zinc Oxide, Ferrous Sulfate, Copper Sulfate, Manganous Oxide, Calcium Iodate), Beta-Carotene.	7.8	2.5	1.5	76.5	52761.0		adult	wet food		can	chunks in gravy	hill's science diet				0.0			160.0		160.0			5.5	24.0	% moisture max estimated	
9 Lives Meaty Pate Super Supper Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/9-lives-meaty-pate-super-supper/dp/127834	15.99		Meat By-Products, Water Sufficient for Processing, Poultry By-Products, Fish, Chicken, Brewer's Rice, Calcium Carbonate, Salt, Potassium Chloride, Sodium Tripolyphosphate, Guar Gum, Dried Whey Product, Titanium Dioxide (Color), Choline Chloride, Carrageenan, Vitamins (Vitamin E Supplement, Vitamin A Supplement, Thiamine Mononitrate, Niacin Supplement, D-Calcium Pantothenate, Riboflavin Supplement, Pyridoxine Hydrochloride, Menadione Sodium Bisulfite Complex, Vitamin D3 Supplement, Folic Acid, Biotin, Vitamin B12 Supplement), Taurine, Minerals (Ferrous Sulfate, Zinc Oxide, Manganous Oxide, Copper Sulfate, Calcium Iodate, Sodium Selenite), Sodium Nitrite (To Promote Color Retention).	9.0	4.5	1.0	78.0	100298.0		adult	wet food		can	pate					4.05	1080.0				168.0			5.5	24.0		
Wellness Minced Chicken Dinner Grain-Free Canned Cat Food, 5.5-oz, case of 24	https://www.chewy.com/wellness-minced-chicken-dinner-grain/dp/37272	47.52		Chicken, Chicken Broth, Water Sufficient For Processing, Dried Ground Peas, Dried Egg Whites, Tomatoes, Carrots, Natural Flavor, Dried Egg Product, Guar Gum, Sodium Phosphate, Ground Flaxseed, Salt, Potassium Chloride, Choline Chloride, Cranberries, Minerals (Iron Amino Acid Chelate, Zinc Amino Acid Chelate, Copper Amino Acid Chelate, Manganese Amino Acid Chelate, Sodium Selenite, Potassium Iodide), Vitamins (Thiamine Mononitrate, Vitamin E Supplement, Niacin, d-Calcium Pantothenate, Pyridoxine Hydrochloride, Riboflavin Supplement, Vitamin A Supplement, Biotin, Vitamin D3 Supplement, Vitamin B12 Supplement, Folic Acid), Taurine.	8.0	5.0	1.0	82.0	52125.0		adult	wet food	grain-free no corn no wheat no soy	can	minced	wellpet				0.05	944.0				147.0			5.5	24.0		
